0,0.6067686239029718
1,0.4595762731397992
2,-0.0164427190204405
3,-0.1403618655345050
4,-0.0402939401786279
5,0.0091345923715139
6,0.0412074716875908
7,-0.0263104231001814
8,0.0120390822107673
9,-0.0041120776084794
10,0.0003155814182348
11,0.0008905265359326
12,-0.0007634581491839
13,0.0001654718546793
14,-0.0001062974603036
15,0.0001489730491976
16,-0.0000925527267679
17,0.0000589148129012
18,-0.0000343962098581
19,0.0000139465804941
20,-0.0000055900603412
21,0.0000021993752470
22,-0.0000007773157565
23,0.0000001821311458
24,-0.0000000111857638
25,0.0000000057570184
26,0.0000000017544093
27,-0.0000000078396493
28,0.0000000029209953
29,-0.0000000011159594
30,0.0000000006646346
31,-0.0000000001080798
32,-0.0000000000000000
33,-0.0000000000000000
34,-0.0000000000000000
35,0.0000000000000000
36,-0.0000000000000001
37,0.0000000000000000
38,0.0000000000000003
39,0.0000000000000004
40,0.0000000000000003
41,-0.0000000000000004
42,-0.0000000000000005
43,-0.0000000000000004
44,-0.0000000000000001
45,-0.0000000000000001
46,-0.0000000000000001
47,0.0000000000000000
48,0.0000000000000001
